DayInYear: 1st of January=1, 2nd of January=2, ...
DayOfWeek: Monday=0, Tuesday=1, Wednesday=2, Thursday=3, Friday=4, Saturday=5, Sunday=6
UScoast: Non-coast=0, WestCoast=1, EastCoast=2
Date	HourInDay	DayInYear	DayOfWeek	USstate	UScoast	Shape	DurationInSec
1/4/2019	0.25	4	4	MO	0.0	Rectangle	20.0
1/3/2019	20.5	3	3	TN	0.0	Disk	1.0
1/3/2019	20.0	3	3	IL	0.0	Triangle	20.0
1/3/2019	17.333333333333332	3	3	MA	2.0	Diamond	120.0
1/3/2019	15.0	3	3	CA	1.0	Oval	1800.0
1/3/2019	6.0	3	3	ND	0.0	Light	30.0
1/3/2019	4.583333333333333	3	3	CA	1.0	Circle	1200.0
1/3/2019	2.75	3	3	AZ	0.0	Unknown	300.0
1/1/2019	0.38333333333333336	1	1	ID	0.0	Light	180.0
1/1/2019	0.06666666666666667	1	1	FL	2.0	Circle	180.0
12/31/2018	23.0	365	0	FL	2.0	Light	300.0
12/31/2018	21.783333333333335	365	0	MS	0.0	Unknown	300.0
12/31/2018	21.75	365	0	SC	2.0	Sphere	10.0
12/31/2018	21.683333333333334	365	0	FL	2.0	Fireball	20.0
12/31/2018	20.25	365	0	CT	2.0	Circle	20.0
12/31/2018	19.5	365	0	FL	2.0	Unknown	600.0
12/31/2018	6.75	365	0	CA	1.0	Oval	30.0
12/30/2018	22.166666666666668	364	6	MS	0.0	Flash	120.0
12/30/2018	20.5	364	6	FL	2.0	Light	300.0
12/30/2018	18.0	364	6	WA	1.0	Fireball	600.0
12/30/2018	18.0	364	6	WA	1.0	Circle	1200.0
12/30/2018	15.5	364	6	FL	2.0	Disk	900.0
12/29/2018	20.5	363	5	-	2.0	Unknown	900.0
12/29/2018	18.0	363	5	CT	2.0	Sphere	4.0
12/29/2018	17.766666666666666	363	5	CA	1.0	Oval	1.0
12/29/2018	17.0	363	5	CT	2.0	Disk	180.0
12/29/2018	0.48333333333333334	363	5	TX	0.0	Changing	600.0
12/28/2018	21.083333333333332	362	4	WV	0.0	Sphere	900.0
12/28/2018	21.066666666666666	362	4	NY	2.0	Teardrop	3.0
12/28/2018	21.0	362	4	MT	0.0	Light	40.0
12/28/2018	18.633333333333333	362	4	CA	1.0	Light	300.0
12/28/2018	2.0	362	4	IN	0.0	Oval	120.0
12/26/2018	22.5	360	2	MD	2.0	Oval	5.0
12/26/2018	22.0	360	2	NC	2.0	Circle	2.0
12/26/2018	18.0	360	2	TN	0.0	Other	90.0
12/26/2018	2.5833333333333335	360	2	SC	2.0	Flash	5.0
12/25/2018	6.3	359	1	MA	2.0	Chevron	4.0
12/24/2018	23.4	358	0	CT	2.0	Fireball	1200.0
12/24/2018	22.533333333333335	358	0	MA	2.0	Circle	30.0
12/24/2018	21.5	358	0	CT	2.0	Light	3.0
12/24/2018	21.25	358	0	GA	2.0	Fireball	45.0
12/24/2018	20.916666666666668	358	0	IA	0.0	Light	120.0
12/24/2018	18.583333333333332	358	0	WY	0.0	Formation	360.0
12/24/2018	17.666666666666668	358	0	MT	0.0	Light	300.0
12/23/2018	1.0	357	6	CA	1.0	Oval	480.0
12/22/2018	18.5	356	5	NC	2.0	Sphere	300.0
12/22/2018	14.5	356	5	MA	2.0	Sphere	60.0
12/22/2018	8.083333333333334	356	5	FL	2.0	Light	180.0
12/22/2018	6.75	356	5	ID	0.0	Light	1500.0
12/22/2018	6.666666666666667	356	5	TN	0.0	Circle	300.0
12/21/2018	23.95	355	4	MA	2.0	Triangle	120.0
12/21/2018	9.166666666666666	355	4	TN	0.0	Other	600.0
12/20/2018	4.5	354	3	AZ	0.0	Circle	3600.0
12/19/2018	21.5	353	2	TX	0.0	Light	600.0
12/19/2018	21.0	353	2	FL	2.0	Light	900.0
12/19/2018	20.25	353	2	CA	1.0	Unknown	20.0
12/19/2018	17.683333333333334	353	2	CA	1.0	Light	600.0
12/19/2018	14.0	353	2	CA	1.0	Cylinder	1200.0
12/19/2018	7.583333333333333	353	2	VT	0.0	Rectangle	20.0
12/19/2018	6.0	353	2	CT	2.0	Light	1800.0
12/19/2018	5.633333333333333	353	2	CA	1.0	Other	300.0
12/19/2018	5.5	353	2	OR	1.0	Light	1800.0
12/18/2018	22.533333333333335	352	1	NC	2.0	Cylinder	5.0
12/18/2018	22.5	352	1	FL	2.0	Light	15.0
12/18/2018	19.0	352	1	NC	2.0	Sphere	1500.0
12/18/2018	18.083333333333332	352	1	IN	0.0	Cigar	60.0
12/18/2018	14.0	352	1	AZ	0.0	Diamond	180.0
12/18/2018	9.0	352	1	HI	0.0	Circle	900.0
12/18/2018	5.2	352	1	NJ	2.0	Oval	1080.0
12/17/2018	21.0	351	0	NC	2.0	Circle	60.0
12/17/2018	20.0	351	0	SC	2.0	Triangle	600.0
12/17/2018	20.0	351	0	GA	2.0	Triangle	1200.0
12/17/2018	19.5	351	0	SC	2.0	Unknown	10.0
12/17/2018	2.0	351	0	RI	2.0	Diamond	600.0
12/17/2018	1.5	351	0	CA	1.0	Unknown	300.0
12/16/2018	23.75	350	6	FL	2.0	Light	240.0
12/16/2018	20.833333333333332	350	6	CA	1.0	Disk	60.0
12/16/2018	19.25	350	6	KY	0.0	Sphere	120.0
12/16/2018	19.25	350	6	IL	0.0	Light	2.0
12/16/2018	17.5	350	6	-	2.0	Flash	10.0
12/16/2018	17.25	350	6	OK	0.0	Circle	300.0
12/16/2018	3.0	350	6	PA	0.0	Disk	30.0
12/16/2018	0.0	350	6	HI	0.0	Cigar	1500.0
12/15/2018	6.0	349	5	IL	0.0	Light	1200.0
12/14/2018	18.0	348	4	HI	0.0	Light	240.0
12/14/2018	3.25	348	4	MD	2.0	Light	2700.0
12/13/2018	21.0	347	3	AZ	0.0	Light	600.0
12/13/2018	18.416666666666668	347	3	AZ	0.0	Light	5.0
12/13/2018	18.416666666666668	347	3	ID	0.0	Other	1500.0
12/13/2018	16.0	347	3	ID	0.0	Light	120.0
12/12/2018	21.0	346	2	MT	0.0	Circle	10.0
12/12/2018	17.5	346	2	MI	0.0	Light	120.0
12/12/2018	15.0	346	2	MI	0.0	Unknown	10.0
12/12/2018	14.416666666666666	346	2	MO	0.0	Circle	4.0
12/11/2018	22.75	345	1	CO	0.0	Triangle	1800.0
12/11/2018	19.5	345	1	WV	0.0	Disk	600.0
12/11/2018	19.25	345	1	GA	2.0	Other	1200.0
12/11/2018	18.5	345	1	CO	0.0	Light	30.0
12/11/2018	17.5	345	1	IL	0.0	Sphere	600.0
12/11/2018	7.0	345	1	MT	0.0	Circle	120.0
12/10/2018	22.0	344	0	TX	0.0	Light	300.0
12/10/2018	20.783333333333335	344	0	MN	0.0	Light	180.0
12/10/2018	20.5	344	0	NJ	2.0	Light	20.0
12/10/2018	16.5	344	0	CT	2.0	Light	300.0
12/10/2018	14.5	344	0	LA	0.0	Oval	10.0
12/10/2018	11.25	344	0	CT	2.0	Oval	5.0
12/9/2018	21.5	343	6	UT	0.0	Formation	480.0
12/9/2018	4.0	343	6	OK	0.0	Disk	1200.0
12/9/2018	1.0	343	6	NC	2.0	Light	60.0
12/8/2018	23.0	342	5	GA	2.0	Triangle	4.0
12/8/2018	22.0	342	5	UT	0.0	Formation	900.0
12/8/2018	21.833333333333332	342	5	NV	0.0	Light	900.0
12/8/2018	21.2	342	5	AZ	0.0	Formation	30.0
12/8/2018	20.333333333333332	342	5	CA	1.0	Changing	900.0
12/8/2018	20.0	342	5	-	2.0	Rectangle	120.0
12/7/2018	19.5	341	4	DE	2.0	Triangle	180.0
12/7/2018	19.066666666666666	341	4	KY	0.0	Light	10.0
12/7/2018	18.333333333333332	341	4	WA	1.0	Changing	12.0
12/7/2018	16.75	341	4	NJ	2.0	Other	900.0
12/7/2018	16.433333333333334	341	4	NY	2.0	Sphere	120.0
12/7/2018	10.333333333333334	341	4	WA	1.0	Other	600.0
12/7/2018	7.5	341	4	PA	0.0	Disk	30.0
12/7/2018	7.5	341	4	PA	0.0	Disk	30.0
12/6/2018	23.0	340	3	WA	1.0	Fireball	2.0
12/6/2018	7.5	340	3	FL	2.0	Circle	600.0
12/6/2018	2.0	340	3	FL	2.0	Other	600.0
12/5/2018	5.416666666666667	339	2	OR	1.0	Circle	2700.0
12/4/2018	23.5	338	1	NV	0.0	Light	30.0
12/4/2018	20.9	338	1	TX	0.0	Light	120.0
12/4/2018	18.5	338	1	AZ	0.0	Triangle	300.0
12/4/2018	18.2	338	1	AR	0.0	Light	120.0
12/4/2018	17.5	338	1	NC	2.0	Cigar	120.0
12/3/2018	13.0	337	0	FL	2.0	Disk	45.0
12/2/2018	18.5	336	6	ID	0.0	Unknown	15.0
12/2/2018	18.0	336	6	MO	0.0	Rectangle	5.0
12/1/2018	21.333333333333332	335	5	SD	0.0	Formation	1200.0
12/1/2018	11.0	335	5	NJ	2.0	Light	5.0
12/1/2018	3.75	335	5	-	2.0	Light	600.0
12/1/2018	2.25	335	5	AZ	0.0	Cigar	600.0
11/30/2018	23.333333333333332	334	4	CA	1.0	Oval	600.0
11/30/2018	22.5	334	4	NC	2.0	Rectangle	10.0
11/30/2018	16.5	334	4	NY	2.0	Other	600.0
11/30/2018	10.083333333333334	334	4	TN	0.0	Rectangle	600.0
11/30/2018	9.25	334	4	GA	2.0	Disk	2.0
11/30/2018	9.0	334	4	AK	0.0	Light	1800.0
11/30/2018	0.36666666666666664	334	4	OR	1.0	Formation	20.0
11/29/2018	22.0	333	3	OK	0.0	Circle	60.0
11/29/2018	16.0	333	3	NV	0.0	Formation	300.0
11/29/2018	15.0	333	3	WI	0.0	Cigar	60.0
11/28/2018	23.0	332	2	TN	0.0	Light	15.0
11/28/2018	22.0	332	2	NE	0.0	Light	300.0
11/28/2018	19.583333333333332	332	2	AZ	0.0	Flash	300.0
11/28/2018	9.933333333333334	332	2	RI	2.0	Disk	180.0
11/27/2018	21.866666666666667	331	1	AZ	0.0	Light	60.0
11/27/2018	15.7	331	1	CO	0.0	Unknown	120.0
11/27/2018	5.083333333333333	331	1	OK	0.0	Light	900.0
11/26/2018	20.033333333333335	330	0	MO	0.0	Triangle	25.0
11/26/2018	19.916666666666668	330	0	CA	1.0	Triangle	180.0
11/26/2018	19.0	330	0	PA	0.0	Flash	30.0
11/25/2018	23.5	329	6	TN	0.0	Light	90.0
11/25/2018	20.05	329	6	AZ	0.0	Light	180.0
11/25/2018	19.5	329	6	SC	2.0	Sphere	180.0
11/24/2018	22.166666666666668	328	5	ME	2.0	Light	6.0
11/24/2018	17.0	328	5	ME	2.0	Circle	10800.0
11/24/2018	16.416666666666668	328	5	CA	1.0	Sphere	300.0
11/23/2018	22.0	327	4	AZ	0.0	Light	300.0
11/23/2018	18.25	327	4	NY	2.0	Circle	120.0
11/23/2018	17.25	327	4	IL	0.0	Triangle	10.0
11/23/2018	5.9	327	4	WA	1.0	Sphere	600.0
11/23/2018	5.5	327	4	MI	0.0	Circle	30.0
11/23/2018	3.0	327	4	OR	1.0	Light	720.0
11/22/2018	23.5	326	3	CT	2.0	Changing	600.0
11/22/2018	22.5	326	3	FL	2.0	Light	30.0
11/22/2018	20.85	326	3	AZ	0.0	Fireball	1200.0
11/22/2018	20.666666666666668	326	3	AZ	0.0	Light	120.0
11/22/2018	18.833333333333332	326	3	GA	2.0	Light	240.0
11/22/2018	8.25	326	3	OR	1.0	Fireball	180.0
11/22/2018	7.5	326	3	OH	0.0	Unknown	2.0
11/22/2018	5.166666666666667	326	3	IL	0.0	Circle	20.0
11/21/2018	20.5	325	2	IL	0.0	Light	60.0
11/20/2018	20.25	324	1	CA	1.0	Other	600.0
11/20/2018	19.833333333333332	324	1	NC	2.0	Triangle	240.0
11/20/2018	17.0	324	1	AR	0.0	Fireball	900.0
11/20/2018	17.0	324	1	AR	0.0	Fireball	900.0
11/20/2018	16.75	324	1	MT	0.0	Other	30.0
11/20/2018	11.25	324	1	CA	1.0	Flash	600.0
11/20/2018	6.833333333333333	324	1	KY	0.0	Disk	3.0
11/20/2018	3.0	324	1	CO	0.0	Unknown	60.0
11/19/2018	0.0	323	0	KY	0.0	Other	900.0
11/19/2018	21.466666666666665	323	0	MN	0.0	Disk	900.0
11/19/2018	18.666666666666668	323	0	WA	1.0	Light	30.0
11/19/2018	18.333333333333332	323	0	WA	1.0	Light	45.0
11/19/2018	12.5	323	0	OK	0.0	Circle	20.0
11/19/2018	10.75	323	0	CA	1.0	Other	3.0
11/18/2018	22.1	322	6	NE	0.0	Oval	10.0
11/18/2018	19.5	322	6	FL	2.0	Light	600.0
11/18/2018	18.0	322	6	MI	0.0	Light	5.0
11/18/2018	9.65	322	6	OR	1.0	Other	900.0
11/18/2018	9.65	322	6	OR	1.0	Other	900.0
11/18/2018	0.0	322	6	MI	0.0	Circle	180.0
11/17/2018	19.25	321	5	AK	0.0	Light	900.0
11/17/2018	18.5	321	5	TN	0.0	Changing	30.0
11/17/2018	11.0	321	5	MI	0.0	Light	600.0
11/17/2018	1.5	321	5	OR	1.0	Light	3000.0
11/16/2018	18.833333333333332	320	4	PA	0.0	Triangle	60.0
11/16/2018	18.0	320	4	WI	0.0	Circle	10.0
11/16/2018	16.75	320	4	FL	2.0	Cylinder	600.0
11/16/2018	6.0	320	4	GA	2.0	Oval	2700.0
11/16/2018	5.75	320	4	OR	1.0	Light	600.0
11/15/2018	17.666666666666668	319	3	NV	0.0	Circle	10.0
11/15/2018	15.0	319	3	OR	1.0	Sphere	30.0
11/15/2018	7.0	319	3	IA	0.0	Fireball	900.0
11/14/2018	22.5	318	2	-	2.0	Oval	120.0
11/14/2018	20.633333333333333	318	2	FL	2.0	Fireball	2.0
11/14/2018	20.0	318	2	PA	0.0	Light	20.0
11/14/2018	19.5	318	2	MD	2.0	Cigar	300.0
11/14/2018	18.75	318	2	NY	2.0	Formation	40.0
11/14/2018	18.666666666666668	318	2	NY	2.0	Flash	20.0
11/14/2018	17.333333333333332	318	2	CA	1.0	Sphere	45.0
11/14/2018	16.0	318	2	NV	0.0	Formation	11.0
11/14/2018	14.916666666666666	318	2	TX	0.0	Oval	30.0
11/14/2018	8.5	318	2	AK	0.0	Circle	600.0
11/14/2018	5.916666666666667	318	2	NJ	2.0	Sphere	1200.0
11/14/2018	5.0	318	2	IA	0.0	Light	15.0
11/14/2018	3.7333333333333334	318	2	NV	0.0	Circle	60.0
11/13/2018	16.0	317	1	TX	0.0	Circle	300.0
11/12/2018	20.0	316	0	WA	1.0	Unknown	1500.0
11/12/2018	19.666666666666668	316	0	CA	1.0	Other	120.0
11/12/2018	18.166666666666668	316	0	TX	0.0	Sphere	900.0
11/12/2018	6.0	316	0	NY	2.0	Light	480.0
11/12/2018	0.0	316	0	FL	2.0	Changing	5.0
11/11/2018	20.0	315	6	-	2.0	Other	780.0
11/11/2018	19.5	315	6	NY	2.0	Light	5.0
11/11/2018	4.0	315	6	NV	0.0	Triangle	120.0
11/10/2018	14.0	314	5	UT	0.0	Fireball	300.0
11/9/2018	21.0	313	4	ND	0.0	Chevron	10.0
11/9/2018	19.833333333333332	313	4	WA	1.0	Fireball	15.0
11/9/2018	5.0	313	4	ND	0.0	Changing	2400.0
11/8/2018	21.75	312	3	OH	0.0	Light	600.0
11/8/2018	21.0	312	3	FL	2.0	Formation	1200.0
11/8/2018	21.0	312	3	CA	1.0	Light	3.0
11/8/2018	19.583333333333332	312	3	AZ	0.0	Light	240.0
11/8/2018	19.5	312	3	NC	2.0	Diamond	20.0
11/8/2018	17.566666666666666	312	3	NY	2.0	Sphere	60.0
11/8/2018	17.5	312	3	TN	0.0	Circle	600.0
11/8/2018	7.0	312	3	NC	2.0	Cross	60.0
11/8/2018	1.0	312	3	VT	0.0	Fireball	60.0
11/7/2018	19.166666666666668	311	2	UT	0.0	Triangle	10.0
11/7/2018	19.0	311	2	FL	2.0	Circle	300.0
11/7/2018	18.466666666666665	311	2	-	2.0	Cigar	4.0
11/7/2018	5.25	311	2	NV	0.0	Chevron	60.0
11/6/2018	19.5	310	1	OR	1.0	Light	420.0
11/6/2018	17.6	310	1	UT	0.0	Light	180.0
11/5/2018	23.75	309	0	CA	1.0	Diamond	2700.0
11/5/2018	19.45	309	0	FL	2.0	Triangle	120.0
11/4/2018	21.6	308	6	IL	0.0	Circle	1200.0
11/3/2018	23.0	307	5	MD	2.0	Flash	5.0
11/3/2018	23.0	307	5	NE	0.0	Triangle	60.0
11/3/2018	20.5	307	5	IN	0.0	Light	300.0
11/3/2018	19.75	307	5	MO	0.0	Triangle	600.0
11/3/2018	19.5	307	5	MS	0.0	Formation	240.0
11/3/2018	1.0	307	5	SC	2.0	Unknown	300.0
11/2/2018	23.666666666666668	306	4	NE	0.0	Oval	300.0
11/2/2018	19.333333333333332	306	4	OK	0.0	Light	10.0
11/2/2018	19.25	306	4	AR	0.0	Cone	30.0
11/2/2018	18.583333333333332	306	4	NY	2.0	Unknown	30.0
11/2/2018	10.0	306	4	TX	0.0	Rectangle	5.0
11/1/2018	7.0	305	3	FL	2.0	Oval	180.0
11/1/2018	1.5	305	3	NY	2.0	Flash	1200.0
11/1/2018	1.0	305	3	IA	0.0	Light	2.0
10/31/2018	22.783333333333335	304	2	PA	0.0	Sphere	60.0
10/31/2018	22.016666666666666	304	2	NC	2.0	Chevron	420.0
10/31/2018	21.0	304	2	MI	0.0	Light	300.0
10/30/2018	20.0	303	1	FL	2.0	Light	1200.0
10/30/2018	19.5	303	1	NY	2.0	Triangle	1800.0
10/30/2018	11.75	303	1	WA	1.0	Triangle	20.0
10/30/2018	7.083333333333333	303	1	WI	0.0	Triangle	120.0
10/30/2018	6.666666666666667	303	1	TN	0.0	Circle	300.0
10/29/2018	20.25	302	0	AK	0.0	Fireball	180.0
10/29/2018	20.25	302	0	AK	0.0	Light	300.0
10/29/2018	16.5	302	0	FL	2.0	Cylinder	360.0
10/29/2018	2.0	302	0	IA	0.0	Sphere	1800.0
10/28/2018	20.0	301	6	NH	2.0	Triangle	60.0
10/28/2018	17.166666666666668	301	6	NC	2.0	Circle	3.0
10/28/2018	14.666666666666666	301	6	NY	2.0	Disk	300.0
10/28/2018	9.716666666666667	301	6	AZ	0.0	Other	300.0
10/27/2018	21.166666666666668	300	5	MT	0.0	Triangle	3.0
10/27/2018	20.0	300	5	MO	0.0	Changing	20.0
10/27/2018	10.25	300	5	NV	0.0	Changing	900.0
10/27/2018	0.0	300	5	WA	1.0	Triangle	120.0
10/26/2018	22.5	299	4	NC	2.0	Other	300.0
10/26/2018	21.25	299	4	FL	2.0	Rectangle	5.0
10/25/2018	20.25	298	3	MD	2.0	Unknown	180.0
10/25/2018	4.366666666666666	298	3	IN	0.0	Light	600.0
10/25/2018	3.0	298	3	TX	0.0	Sphere	10.0
10/25/2018	1.75	298	3	FL	2.0	Disk	420.0
10/24/2018	22.5	297	2	CA	1.0	Sphere	5400.0
10/24/2018	22.333333333333332	297	2	WA	1.0	Sphere	120.0
10/24/2018	22.0	297	2	NH	2.0	Disk	2700.0
10/24/2018	20.25	297	2	OH	0.0	Unknown	10.0
10/24/2018	6.0	297	2	WV	0.0	Sphere	120.0
10/23/2018	20.533333333333335	296	1	MD	2.0	Light	3.0
10/23/2018	19.5	296	1	UT	0.0	Light	600.0
10/23/2018	7.383333333333334	296	1	WA	1.0	Other	20.0
10/23/2018	2.3	296	1	OR	1.0	Fireball	15.0
10/22/2018	23.5	295	0	CA	1.0	Circle	8.0
10/22/2018	21.0	295	0	ID	0.0	Triangle	1200.0
10/22/2018	11.733333333333333	295	0	IL	0.0	Light	30.0
10/22/2018	5.25	295	0	NC	2.0	Triangle	10.0
10/21/2018	22.833333333333332	294	6	FL	2.0	Diamond	3.0
10/21/2018	21.5	294	6	CA	1.0	Fireball	300.0
10/21/2018	19.5	294	6	CA	1.0	Sphere	60.0
10/21/2018	15.25	294	6	LA	0.0	Cylinder	20.0
10/21/2018	0.25	294	6	FL	2.0	Chevron	6.0
10/20/2018	23.383333333333333	293	5	VT	0.0	Sphere	1.0
10/20/2018	23.0	293	5	IN	0.0	Oval	900.0
10/19/2018	22.916666666666668	292	4	GA	2.0	Cigar	5.0
10/19/2018	22.0	292	4	MA	2.0	Circle	1200.0
10/19/2018	21.416666666666668	292	4	CA	1.0	Circle	35.0
10/19/2018	20.95	292	4	UT	0.0	Unknown	300.0
10/19/2018	19.433333333333334	292	4	CA	1.0	Triangle	5.0
10/19/2018	10.0	292	4	NC	2.0	Triangle	900.0
10/19/2018	7.5	292	4	IA	0.0	Rectangle	30.0
10/18/2018	19.0	291	3	NY	2.0	Light	20.0
10/18/2018	18.25	291	3	HI	0.0	Light	1500.0
10/18/2018	12.0	291	3	NC	2.0	Disk	30.0
10/18/2018	10.0	291	3	MN	0.0	Sphere	1800.0
10/18/2018	4.5	291	3	GA	2.0	Sphere	900.0
10/17/2018	21.916666666666668	290	2	CA	1.0	Formation	120.0
10/17/2018	20.833333333333332	290	2	AZ	0.0	Triangle	600.0
10/17/2018	2.6	290	2	NV	0.0	Sphere	2700.0
10/16/2018	13.75	289	1	CA	1.0	Cylinder	6.0
10/16/2018	8.416666666666666	289	1	PA	0.0	Cylinder	300.0
10/16/2018	7.916666666666667	289	1	CA	1.0	Other	60.0
10/16/2018	2.8333333333333335	289	1	CO	0.0	Light	300.0
10/14/2018	21.416666666666668	287	6	SC	2.0	Sphere	5.0
10/14/2018	20.333333333333332	287	6	CA	1.0	Triangle	10.0
10/14/2018	19.666666666666668	287	6	MT	0.0	Fireball	3.0
10/14/2018	2.7333333333333334	287	6	PA	0.0	Formation	30.0
10/14/2018	1.0	287	6	TX	0.0	Light	600.0
10/13/2018	23.75	286	5	OR	1.0	Diamond	60.0
10/13/2018	6.0	286	5	IL	0.0	Triangle	900.0
10/12/2018	22.05	285	4	FL	2.0	Fireball	78.0
10/12/2018	22.0	285	4	NC	2.0	Circle	600.0
10/12/2018	21.833333333333332	285	4	NE	0.0	Unknown	600.0
10/12/2018	20.083333333333332	285	4	NY	2.0	Circle	180.0
10/12/2018	20.016666666666666	285	4	MA	2.0	Light	5.0
10/12/2018	19.0	285	4	CA	1.0	Sphere	60.0
10/12/2018	19.0	285	4	ID	0.0	Rectangle	120.0
10/12/2018	18.75	285	4	CA	1.0	Unknown	300.0
10/12/2018	18.5	285	4	WA	1.0	Light	300.0
10/12/2018	6.0	285	4	CT	2.0	Rectangle	60.0
10/11/2018	23.0	284	3	GA	2.0	Formation	660.0
10/11/2018	21.333333333333332	284	3	NE	0.0	Light	1800.0
10/11/2018	21.0	284	3	FL	2.0	Chevron	60.0
10/11/2018	20.35	284	3	GA	2.0	Light	300.0
10/11/2018	20.25	284	3	CA	1.0	Unknown	60.0
10/11/2018	20.0	284	3	OH	0.0	Light	60.0
10/11/2018	1.2666666666666666	284	3	CA	1.0	Fireball	120.0
10/10/2018	22.0	283	2	CA	1.0	Fireball	7200.0
10/10/2018	21.0	283	2	WA	1.0	Light	1200.0
10/10/2018	20.5	283	2	TX	0.0	Light	600.0
10/9/2018	20.2	282	1	NY	2.0	Triangle	300.0
10/9/2018	16.75	282	1	AZ	0.0	Light	300.0
10/8/2018	22.916666666666668	281	0	IL	0.0	Light	180.0
10/8/2018	21.0	281	0	FL	2.0	Unknown	10.0
10/8/2018	15.85	281	0	NV	0.0	Triangle	60.0
10/8/2018	12.5	281	0	NV	0.0	Other	2700.0
10/8/2018	9.0	281	0	ID	0.0	Circle	1500.0
10/8/2018	8.616666666666667	281	0	CA	1.0	Triangle	180.0
10/8/2018	6.5	281	0	OH	0.0	Light	1200.0
10/8/2018	1.5	281	0	ME	2.0	Circle	30.0
10/7/2018	21.0	280	6	PA	0.0	Light	300.0
10/7/2018	20.75	280	6	PA	0.0	Other	900.0
10/7/2018	19.75	280	6	CA	1.0	Unknown	600.0
10/7/2018	19.75	280	6	CA	1.0	Fireball	600.0
10/7/2018	19.733333333333334	280	6	CA	1.0	Other	300.0
10/7/2018	19.583333333333332	280	6	NV	0.0	Triangle	60.0
10/7/2018	19.55	280	6	CA	1.0	Other	900.0
10/7/2018	19.5	280	6	AZ	0.0	Circle	300.0
10/7/2018	19.5	280	6	CA	1.0	Light	1200.0
10/7/2018	19.5	280	6	CA	1.0	Light	1200.0
10/7/2018	19.5	280	6	CA	1.0	Circle	300.0
10/7/2018	19.5	280	6	CA	1.0	Light	900.0
10/7/2018	19.5	280	6	CA	1.0	Circle	300.0
10/7/2018	19.5	280	6	CA	1.0	Light	300.0
10/7/2018	19.5	280	6	CA	1.0	Light	900.0
10/7/2018	19.45	280	6	CA	1.0	Triangle	300.0
10/7/2018	19.416666666666668	280	6	CA	1.0	Other	120.0
10/7/2018	19.366666666666667	280	6	CA	1.0	Light	1200.0
10/7/2018	19.366666666666667	280	6	CA	1.0	Light	180.0
10/7/2018	19.25	280	6	HI	0.0	Circle	120.0
10/7/2018	16.75	280	6	-	2.0	Sphere	180.0
10/7/2018	4.0	280	6	MI	0.0	Circle	600.0
10/6/2018	21.0	279	5	FL	2.0	Diamond	360.0
10/6/2018	20.5	279	5	NV	0.0	Light	1200.0
10/6/2018	19.5	279	5	CA	1.0	Rectangle	240.0
10/6/2018	18.5	279	5	WV	0.0	Other	30.0
10/6/2018	9.5	279	5	SC	2.0	Formation	15.0
10/6/2018	7.5	279	5	CA	1.0	Triangle	180.0
10/6/2018	1.0	279	5	SC	2.0	Unknown	120.0
10/5/2018	23.833333333333332	278	4	OH	0.0	Circle	120.0
10/4/2018	21.25	277	3	SC	2.0	Unknown	300.0
10/4/2018	21.0	277	3	MD	2.0	Circle	3.0
10/4/2018	20.25	277	3	VT	0.0	Triangle	1200.0
10/4/2018	20.0	277	3	MD	2.0	Light	240.0
10/4/2018	17.0	277	3	NY	2.0	Flash	5.0
10/4/2018	11.183333333333334	277	3	WI	0.0	Cigar	120.0
10/4/2018	7.333333333333333	277	3	SC	2.0	Cigar	1200.0
10/4/2018	2.066666666666667	277	3	MD	2.0	Diamond	600.0
10/3/2018	20.0	276	2	NE	0.0	Oval	1200.0
10/3/2018	5.5	276	2	AZ	0.0	Light	300.0
10/1/2018	21.75	274	0	CA	1.0	Fireball	120.0
10/1/2018	21.5	274	0	LA	0.0	Other	600.0
10/1/2018	19.5	274	0	OR	1.0	Light	300.0
10/1/2018	11.516666666666667	274	0	WV	0.0	Light	2.0
9/30/2018	0.0	273	6	OR	1.0	Light	45.0
9/30/2018	6.5	273	6	AK	0.0	Light	600.0
9/30/2018	2.0	273	6	TX	0.0	Sphere	10.0
9/29/2018	23.933333333333334	272	5	IL	0.0	Other	9.0
9/29/2018	23.0	272	5	KY	0.0	Fireball	60.0
9/29/2018	21.25	272	5	SC	2.0	Light	180.0
9/29/2018	20.5	272	5	CA	1.0	Triangle	6.0
9/29/2018	20.116666666666667	272	5	AK	0.0	Circle	60.0
9/29/2018	19.833333333333332	272	5	CT	2.0	Circle	240.0
9/29/2018	19.0	272	5	NY	2.0	Circle	120.0
9/29/2018	18.0	272	5	TN	0.0	Disk	20.0
9/29/2018	18.0	272	5	PA	0.0	Oval	600.0
9/28/2018	22.5	271	4	OR	1.0	Light	3.0
9/28/2018	20.0	271	4	WA	1.0	Triangle	60.0
9/27/2018	21.5	270	3	NY	2.0	Light	900.0
9/27/2018	19.0	270	3	IL	0.0	Diamond	1200.0
9/27/2018	18.833333333333332	270	3	FL	2.0	Unknown	300.0
9/27/2018	18.666666666666668	270	3	MI	0.0	Light	3.0
9/27/2018	6.25	270	3	NY	2.0	Light	900.0
9/27/2018	0.3333333333333333	270	3	MT	0.0	Cigar	360.0
9/26/2018	22.583333333333332	269	2	UT	0.0	Light	600.0
9/26/2018	11.5	269	2	IL	0.0	Disk	900.0
9/26/2018	6.866666666666667	269	2	AZ	0.0	Sphere	1.0
9/26/2018	6.833333333333333	269	2	IA	0.0	Light	900.0
